,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
1790,10900,Fiat,500 Abarth,2015,Benzinas,1.4,120,26386,Hečbekas,Automatinė,Be defektų,Kairėje,2/3
1791,3000,Renault,Trafic,2007,Dyzelinas,2.0,84,,Komercinis,Mechaninė,Be defektų,Kairėje,
1792,500,Opel,Astra,1998,Dyzelinas,2.0,,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1793,6800,Infiniti,FX35,2007,Benzinas/Dujos,3.5,209,280000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1794,3950,Jeep,Cherokee,2004,Dyzelinas,2.5,105,188000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1795,4500,Citroen,C4 Grand Picasso,2011,Dyzelinas,1.6,82,194000,Minivenas,Automatinė,Be defektų,Kairėje,4/5
1796,16200,Nissan,Qashqai,2018,Benzinas,1.2,116,112000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1797,1699,BMW,320,2003,Dyzelinas,2.0,110,369000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1798,899,Dacia,Logan,2007,Benzinas,1.6,77,184000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1799,800,Volkswagen,Golf,1999,Dyzelinas,1.9,66,328000,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,
1800,300,Opel,Zafira,2002,Dyzelinas,2.0,74,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1801,4800,BMW,X5,2006,Dyzelinas,3.0,160,365000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1802,2550,Volkswagen,Passat,2006,Dyzelinas,2.0,125,266700,Universalas,Automatinė,Be defektų,Kairėje,4/5
1803,500,Opel,Astra,1996,Dyzelinas,1.7,,,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1804,650,Ford,Focus,2001,Dyzelinas,1.8,66,260000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1805,2800,Peugeot,308,2010,Dyzelinas,1.6,82,219000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1806,1550,BMW,530,2000,Dyzelinas,3.0,130,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1807,1100,Skoda,Octavia,1999,Benzinas,1.6,75,96800,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1808,1100,Audi,A6,2002,Dyzelinas,1.9,96,345800,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1809,2600,Volkswagen,Passat,2009,Dyzelinas,2.0,,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1810,15900,Chevrolet,Volt,2017,Benzinas/Elektra,1.5,111,111250,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1811,31900,Volkswagen,Tiguan,2021,Benzinas,1.5,110,62446,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1812,42900,Mercedes Benz,GLE Coupe 350,2017,Dyzelinas,3.0,190,142817,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1813,11900,Kia,Sportage,2014,Dyzelinas,2.0,100,178450,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1814,3700,Mazda,3,2010,Dyzelinas,1.6,80,336986,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1815,3500,Toyota,Corolla,2007,Dyzelinas,2.2,100,374558,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1816,7500,Mercedes Benz,GL320,2007,Dyzelinas,3.0,165,369170,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1817,32900,Mercedes Benz,V220,2016,Dyzelinas,2.1,120,139457,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1818,42000,Porsche,Panamera,2014,Benzinas,3.0,309,63000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1819,54990,Mercedes Benz,GLS63 AMG,2015,Benzinas,5.5,430,136897,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1820,14900,Toyota,Avensis,2016,Benzinas,2.0,152,105550,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1821,39900,Nissan,Qashqai,2022,Benzinas/Elektra,1.5,190,5870,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1822,1500,Volkswagen,Golf,1998,Benzinas/Dujos,1.8,92,276000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1823,2499,Citroen,Jumpy,2007,Dyzelinas,2.0,88,317000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1824,1699,Opel,Astra,2005,Dyzelinas,1.9,110,239000,Kupė/Sportas,Mechaninė,Be defektų,Kairėje,2/3
1825,4299,Toyota,Corolla,2008,Benzinas,1.4,71,179000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1826,1999,Opel,Astra,2005,Benzinas,1.8,92,329000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1827,2499,Volkswagen,Touran,2007,Benzinas/Dujos,2.0,80,244000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1828,4499,Nissan,Qashqai,2007,Benzinas,2.0,104,221000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1829,3999,Dacia,Duster,2012,Dyzelinas,1.5,81,348000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1830,2299,Nissan,Note,2007,Benzinas,1.4,65,149000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1831,3799,Kia,cee'd,2009,Benzinas,1.6,93,166000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1832,1399,Peugeot,207,2007,Benzinas,1.4,65,155000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
1833,1299,Peugeot,406,1999,Benzinas,2.0,97,235000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1834,1999,Honda,Civic,2006,Benzinas,1.8,103,226000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1835,1499,Audi,A4,2001,Dyzelinas,1.9,96,329000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1836,14500,BMW,535,2011,Benzinas,3.5,225,200000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1837,1499,Mazda,2,2007,Benzinas,1.5,76,317000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1838,19950,Volvo,V60,2018,Dyzelinas,2.0,140,79128,Universalas,Automatinė,Be defektų,Kairėje,4/5
1839,2800,Toyota,Previa,2006,Dyzelinas,2.0,85,278532,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1840,3750,Opel,Insignia,2009,Dyzelinas,2.0,118,216580,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1841,599,Citroen,Xsara Piccaso,2006,Benzinas,1.6,80,321000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1842,999,Chrysler,Grand Voyager,2007,Dyzelinas,2.8,110,231000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1843,1199,Honda,FR-V,2007,Dyzelinas,2.2,103,270000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1844,1799,Skoda,Octavia,2011,Benzinas,1.2,77,308000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1845,720,Audi,A4,1996,Dyzelinas,1.9,66,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1846,1300,Opel,Zafira,2001,Dyzelinas,2.0,74,288450,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1847,3900,Renault,Megane,2012,Benzinas,1.6,81,107104,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1848,7999,BMW,523,2010,Benzinas,3.0,150,355000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1849,5499,Volvo,V70,2015,Benzinas/Dujos,2.0,180,278000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1850,2699,Ford,Mondeo,2007,Dyzelinas,2.0,96,349000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1851,2699,Volkswagen,Caravelle,1998,Benzinas,2.5,85,414000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1852,2499,Honda,Civic,2006,Benzinas,1.3,61,144000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1853,899,Suzuki,Liana,2007,Benzinas,1.6,79,182000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1854,3699,Nissan,Qashqai,2007,Benzinas,1.6,84,229000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1855,2799,Honda,Civic,2006,Benzinas,1.8,103,181000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1856,2499,Saab,9-3,2008,Benzinas,2.0,129,287000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1857,4999,Toyota,Camry,2008,Benzinas,2.4,117,118000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1858,2699,Kia,Sorento,2005,Dyzelinas,2.5,103,245000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1859,2199,Toyota,RAV4,2003,Dyzelinas,2.0,85,259000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1860,3799,Ford,Mondeo,2012,Dyzelinas,2.0,120,344000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1861,19999,Mercedes Benz,Vito,2018,Dyzelinas,2.2,100,245424,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
1862,6600,Citroen,Jumper,2008,Dyzelinas,2.2,88,217135,,Mechaninė,Be defektų,Kairėje,4/5
1863,5250,Renault,Megane,2010,Benzinas,2.0,103,209490,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1864,19200,Volvo,XC60,2017,Dyzelinas,2.4,140,225575,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1865,24900,BMW,530 Gran Turismo,2016,Dyzelinas,3.0,190,104288,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1866,8200,Nissan,Juke,2012,Benzinas,1.6,86,157564,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1867,7700,Citroen,DS4,2013,Benzinas,1.6,120,156000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1868,24500,Audi,A7 Sportback,2014,Benzinas,3.0,228,182621,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
1869,9900,Skoda,Superb,2014,Dyzelinas,1.6,77,125664,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1870,3600,Nissan,Qashqai,2007,Dyzelinas,1.5,78,360000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1871,2450,Opel,Vectra,2007,Dyzelinas,1.9,88,300000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1872,3800,Opel,Vivaro,2008,Dyzelinas,2.0,84,232000,Universalas,Mechaninė,Be defektų,Kairėje,2/3
1873,18499,Toyota,Corolla,2020,Benzinas/Elektra,1.8,90,12180,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1874,9999,Opel,Insignia,2015,Dyzelinas,2.0,120,255000,Universalas,Automatinė,,,
1875,9500,Lexus,GS 450h,2011,Benzinas/Elektra,3.5,218,250000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1876,12999,Toyota,Corolla,2017,Benzinas,1.6,97,64770,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1877,14500,BMW,X6,2008,Dyzelinas,3.0,210,260000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1878,3200,Opel,Corsa,2008,Dyzelinas,1.3,66,,Hečbekas,Automatinė,Be defektų,Kairėje,2/3
1879,5400,BMW,330,2007,Dyzelinas,3.0,170,285000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1880,8400,BMW,X5,2008,Dyzelinas,3.0,173,276523,Sedanas,Automatinė,Be defektų,Kairėje,
1881,13450,Skoda,Octavia,2018,Dyzelinas,1.6,85,154692,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1882,5000,Opel,Insignia,2011,Benzinas,2.0,162,213000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1883,41999,Mercedes Benz,GLE Coupe 350,2017,Dyzelinas,3.0,190,160000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1884,97000,Mercedes Benz,GLE Coupe 350,2022,,2.0,235,115,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1885,95500,Mercedes Benz,GLE Coupe 350,2022,,2.0,235,3400,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1886,8800,Audi,A4,2009,Dyzelinas,2.0,105,,Sedanas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1887,75000,Mercedes Benz,GLE450,2019,Benzinas,3.0,270,82000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1888,39900,Porsche,Macan,2015,Benzinas,3.6,294,107720,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1889,1099,Renault,Thalia,2007,Benzinas,1.1,55,156000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1890,750,Citroen,C5,2001,Dyzelinas,2.0,,,Hečbekas,Mechaninė,Be defektų,Kairėje,
1891,15252,AMC,Concord,2022,,0.9,,,Hečbekas,Automatinė,Be defektų,Dešinėje,2/3
1892,450,Volkswagen,Jetta,1987,Benzinas,1.6,,,Sedanas,Mechaninė,Be defektų,Kairėje,
1893,2300,Volkswagen,Passat,2007,Dyzelinas,2.0,,350000,Universalas,Automatinė,Be defektų,,4/5
1894,1899,Toyota,Aygo,2005,Benzinas,1.0,50,177000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1895,4999,Subaru,Forester,2011,Benzinas,2.0,110,236000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1896,2699,Citroen,C4,2008,Benzinas,1.6,88,98000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1897,2199,Ford,Mondeo,2009,Dyzelinas,2.0,103,343000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1898,2099,Volkswagen,Golf,2005,Benzinas,1.6,75,169000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1899,2799,Peugeot,Partner,2012,Dyzelinas,1.6,66,345000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1900,6499,Mitsubishi,Pajero,2007,Dyzelinas,3.2,125,345000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1901,3390,BMW,120,2006,Dyzelinas,2.0,120,379232,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1902,1550,Saab,9-3,2005,Dyzelinas,1.9,88,274000,Sedanas,Mechaninė,,Kairėje,4/5
1903,22000,BMW,640,2013,Benzinas,3.0,235,98458,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1904,850,Audi,A4,1996,Dyzelinas,1.9,66,310000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1905,5120,Hyundai,ix55,2009,Dyzelinas,3.0,,226700,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1906,10800,Kia,Venga,2017,Dyzelinas,1.6,94,51000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1907,550,Peugeot,406,1998,Benzinas,1.7,,240000,Sedanas,Mechaninė,Kiti stambūs defektai,Kairėje,4/5
1908,11900,Mazda,CX-5,2016,Dyzelinas,2.2,110,178979,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1909,59500,Ford,F-150,2018,Dyzelinas,3.0,186,21278,Pikapas,Automatinė,Be defektų,Kairėje,4/5
1910,11300,Hyundai,Santa Fe,2013,Benzinas,3.3,216,110996,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1911,35400,Audi,A5,2018,Benzinas,2.0,185,27673,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1912,8500,Volkswagen,Caddy Life,2014,Dyzelinas,1.6,55,152451,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1913,6900,Audi,A6,2011,Dyzelinas,2.7,140,239976,Universalas,Automatinė,Be defektų,Kairėje,4/5
1914,11700,Nissan,Juke,2014,Benzinas,1.6,200,55000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1915,1,Renault,Laguna,2001,Dyzelinas,1.9,88,,Sedanas,Mechaninė,Variklio defektas,Kairėje,4/5
1916,1400,Chrysler,Grand Voyager,2002,Benzinas,3.3,128,240000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1917,1050,Toyota,Corolla,1999,Benzinas/Dujos,1.3,63,,Hečbekas,Automatinė,,,
1918,1650,Saab,9-5,2007,Dyzelinas,1.9,110,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1919,2999,Volkswagen,Eos,2007,Dyzelinas,2.0,103,312500,Kabrioletas/Roadster,Mechaninė,Be defektų,Kairėje,2/3
1920,1900,Volkswagen,Sharan,2001,Dyzelinas,1.9,85,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1921,2350,Volkswagen,Passat,2005,Dyzelinas,2.0,103,345852,Sedanas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1922,6300,Audi,A4,2008,Dyzelinas,2.7,140,303437,Sedanas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
1923,19950,Toyota,C-HR,2018,Benzinas,1.2,85,62770,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1924,58950,BMW,X5,2019,Benzinas,3.0,250,50500,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1925,22450,Toyota,C-HR,2018,Benzinas/Elektra,1.8,90,51000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1926,25950,Porsche,Cayenne Coupe,2013,Dyzelinas,3.0,180,157350,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1927,7190,Lexus,RX 400h,2006,Benzinas/Elektra,3.3,155,191200,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1928,9800,Volvo,XC60,2010,Dyzelinas,2.4,129,,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1929,7111,Audi,A5,2007,Dyzelinas,3.0,176,357000,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
1930,549,Fiat,Punto,2006,Benzinas,1.2,44,225000,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
1931,14200,BMW,530,2014,Dyzelinas,3.0,190,227000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1932,16450,Volkswagen,Caddy Maxi C20,2019,Dyzelinas,2.0,75,68927,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1933,11200,BMW,530,2012,Dyzelinas,3.0,,310000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1934,1150,Opel,Vectra,2005,Dyzelinas,1.9,110,,Universalas,Automatinė,Be defektų,Kairėje,4/5
1935,799,Mitsubishi,Space Star,2001,Benzinas,1.8,90,195000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1936,24000,Hyundai,Tucson,2020,Benzinas,1.6,130,23000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1937,35500,Ford,Mustang,2020,Benzinas,5.0,343,10000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1938,18450,Nissan,Leaf,2018,Elektra,,110,112000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1939,2300,Honda,Accord,2006,Dyzelinas,2.2,103,307000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1940,2000,Volkswagen,Touran,2005,Dyzelinas,1.9,77,300000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1941,800,Opel,Zafira,2000,Dyzelinas,2.0,74,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1942,1500,Skoda,Fabia,2009,Dyzelinas,1.4,51,185000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1943,9999,Volvo,XC60,2011,Benzinas,3.0,210,220000,SUV,Automatinė,Be defektų,Kairėje,4/5
1944,15000,BMW,730,2009,Dyzelinas,3.0,180,350000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1945,6000,BMW,X3,2006,Dyzelinas,2.0,110,330000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1946,39000,Land Rover,Discovery Sport,2021,Benzinas,2.0,176,9785,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1947,2299,Skoda,Octavia,2007,Dyzelinas,1.9,77,359000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1948,2099,Skoda,Fabia,2007,Benzinas,1.2,44,156000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1949,2499,Skoda,Octavia,2006,Benzinas,1.6,85,151000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1950,2199,Hyundai,Sonata,2007,Dyzelinas,2.0,103,253000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1951,2299,BMW,318,2004,Benzinas,2.0,105,313000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1952,3999,Infiniti,FX35,2003,Benzinas,3.5,206,169000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1953,2799,Ford,Fiesta,2010,Dyzelinas,1.6,70,155000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1954,2699,Volvo,V50,2008,Dyzelinas,2.0,100,266000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1955,1499,Opel,Signum,2003,Dyzelinas,2.2,92,289000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1956,1599,Toyota,Avensis,2006,Dyzelinas,2.2,110,272000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1957,2599,Volkswagen,Caddy,2007,Benzinas,1.6,75,268000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1958,2599,Volkswagen,Jetta,2008,Benzinas,1.6,75,263000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1959,12900,BMW,X6,2008,Dyzelinas,3.0,210,270845,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1960,13500,BMW,520 Gran turismo,2014,Dyzelinas,2.0,135,211298,Universalas,Automatinė,Be defektų,Kairėje,4/5
1961,21400,Volkswagen,Arteon,2017,Dyzelinas,2.0,110,279744,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1962,4200,Subaru,Impreza,2010,Benzinas,1.5,79,118659,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1963,15900,Peugeot,208,2021,Benzinas,1.2,74,21317,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1964,9900,Audi,A4,2015,Dyzelinas,2.0,110,327454,Universalas,Automatinė,Be defektų,Kairėje,4/5
1965,42000,Chevrolet,Corvette,2014,Benzinas,6.2,339,140000,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1966,13900,Land Rover,Discovery Sport,2016,Dyzelinas,2.0,132,261013,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1967,1800,Audi,A6,1996,Benzinas/Dujos,1.8,92,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1968,11550,Mercedes Benz,GLC220,2015,Dyzelinas,2.1,125,318750,Universalas,Automatinė,Be defektų,Kairėje,4/5
1969,11000,BMW,535,2012,Benzinas/Elektra,3.0,250,218000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1970,7950,Volkswagen,Golf,2015,Benzinas,1.4,90,173393,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1971,1700,Toyota,Auris,2007,Dyzelinas,2.0,93,320000,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1972,1450,Renault,Megane,2004,Benzinas,2.0,,191277,Kabrioletas/Roadster,Mechaninė,,Kairėje,2/3
1973,600,Seat,Leon,2000,Dyzelinas,1.9,81,,Sedanas,Mechaninė,Be defektų,Kairėje,
1974,5000,Volkswagen,Touran,2010,Benzinas,1.4,103,227000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1975,2500,Volkswagen,Golf Plus,2005,Benzinas,2.0,110,143355,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1976,1500,Audi,A6,2002,Benzinas,2.4,125,274900,Universalas,Automatinė,Be defektų,Kairėje,4/5
1977,1000,Seat,Arosa,2003,Benzinas,1.0,37,188000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
1978,58950,Jaguar,I-Pace,2020,Elektra,,294,34900,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1979,25950,BMW,435 Gran Coupe,2016,Dyzelinas,3.0,230,133440,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1980,39900,Toyota,RAV4,2022,Benzinas/Elektra,2.5,131,8000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1981,500,Volvo,V70,2000,Dyzelinas,2.5,103,,Universalas,Mechaninė,Kiti stambūs defektai,Kairėje,
1982,1150,Volkswagen,Passat,2006,Dyzelinas,2.0,125,390000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1983,4899,Volkswagen,Caddy Maxi C20,2011,Dyzelinas,1.6,75,330000,Komercinis,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1984,1550,Peugeot,206+,2010,Dyzelinas,1.4,50,220000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1985,13000,Volkswagen,Passat,2015,Dyzelinas,2.0,110,206000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1986,3900,Ford,Mondeo,2007,Benzinas/Dujos,2.5,162,294000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1987,3100,Opel,Vivaro,2004,Dyzelinas,1.9,60,294040,Vienatūris,Mechaninė,Be defektų,Kairėje,
1988,129990,Mercedes Benz,GLS580,2021,Benzinas/Elektra,4.0,360,49882,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1989,9500,Ford,Tourneo Custom,2017,Dyzelinas,2.0,77,216345,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1990,1850,Audi,A6,1997,Benzinas/Dujos,2.8,128,456239,Sedanas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1991,4300,Opel,Insignia,2010,Dyzelinas,2.0,,,Universalas,Mechaninė,,,
1992,1600,Audi,A2,2002,Benzinas,1.4,,205162,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1993,20900,Volkswagen,Tiguan,2018,Benzinas,2.0,137,58400,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1994,4700,Ford,Fusion,2011,,3.0,150,70600,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1995,6600,BMW,530,2005,Benzinas,3.0,190,,Universalas,Automatinė,Be defektų,,4/5
1996,3000,Mercedes Benz,S320,2004,Dyzelinas,3.2,150,332000,Sedanas,Automatinė,Smulkūs kėbulo defektai,Kairėje,
1997,3499,Honda,Jazz,2009,Benzinas,1.3,73,306000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1998,3499,Jeep,Compass,2007,Benzinas,2.4,125,205000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1999,3199,Citroen,Jumper,2008,Dyzelinas,3.0,116,379000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
2000,3199,Ford,Focus,2011,Benzinas,1.6,88,321000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2001,4499,Toyota,Corolla,2010,Benzinas/Dujos,1.6,97,269000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2002,1699,Subaru,Outback,2005,Benzinas,2.5,121,305000,Universalas,Automatinė,Be defektų,Kairėje,4/5
2003,2499,Toyota,Hiace,2006,Dyzelinas,2.5,75,249000,Komercinis,Automatinė,Be defektų,Kairėje,4/5
2004,3699,Citroen,Berlingo,2008,Dyzelinas,1.6,55,225000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2005,999,Hyundai,Matrix,2005,Benzinas,1.6,76,173000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2006,3399,Ford,S-MAX,2009,Dyzelinas,1.8,92,286000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2007,3199,BMW,325,2006,Benzinas,3.0,160,229000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
